CODIGO_RECEITA;ESPECIFICACAO;VR_ORC_FONTE;FONTE_RECURSO;CO;VR_ARREC_MES_FONTE;VR_ARREC_ATE_MES_FONTE;VR_ORC;VR_ARREC_MES;VR_ARREC_ATE_MES;VR_DIFERENCA
1990000000;Demais Receitas Correntes;0;;;0;0;37.159.243,00;3.084.848,27;15.449.187,96;21.710.055,04
1999000000;Outras Receitas Correntes;0;;;0;0;37.159.243,00;3.084.848,27;15.449.187,96;21.710.055,04
1999030000;Compensações Financeiras entre o Regime Geral e os Regimes Próprios de Previdência e Sistema de Proteção Social;0;;;0;0;7.461.000,00;1.775.041,91;9.702.114,51;-2.241.114,51
1999030100;Compensações Financeiras entre os Regimes de Previdência - Principal - 100,00%;7.461.000,00;81801811;2111;1.775.041,91;9.702.114,51;7.461.000,00;1.775.041,91;9.702.114,51;-2.241.114,51
1999120000;Encargos Legais pela Inscrição em Dívida Ativa e Receitas de Ônus de Sucumbência;0;;;0;0;6.871.435,00;649.213,13;1.940.637,20;4.930.797,80
1999122100;Ônus de Sucumbência - Principal - 100,00%;6.871.435,00;11501000;;649.213,13;1.940.637,20;6.871.435,00;649.213,13;1.940.637,20;4.930.797,80
1999990000;Outras Receitas;0;;;0;0;22.826.808,00;660.593,23;3.806.436,25;19.020.371,75
1999992100;Outras Receitas Não Arrecadadas e Não Projetadas pela RFB - Primárias - Principal - 96,22%;10.746.426,92;1501000;;198.186,80;1.279.700,68;11.168.600,00;225.043,85;1.360.361,85;9.466.726,24
1999992100;Outras Receitas Não Arrecadadas e Não Projetadas pela RFB - Primárias - Principal - 3,78%;422.173,08;11501000;;26.857,05;80.661,17;11.168.600,00;225.043,85;1.360.361,85;341.511,91
1999993100;Outras Receitas Não Arrecadadas e Não Projetadas pela RFB - Financeiras - Principal - 0,00%;0;1501000;;430.956,16;2.431.021,04;11.532.400,00;430.956,16;2.431.021,04;-2.431.021,04
1999993100;Outras Receitas Não Arrecadadas e Não Projetadas pela RFB - Financeiras - Principal - 100,00%;11.532.400,00;21501765;;0;0;11.532.400,00;430.956,16;2.431.021,04;11.532.400,00
1999993200;Outras Receitas Não Arrecadadas e Não Projetadas pela RFB - Financeiras -Multas e Juros - 0,00%;0;1501000;;4.593,22;15.053,36;125.808,00;4.593,22;15.053,36;-15.053,36
1999993200;Outras Receitas Não Arrecadadas e Não Projetadas pela RFB - Financeiras -Multas e Juros - 100,00%;125.808,00;21501765;;0;0;125.808,00;4.593,22;15.053,36;125.808,00
2000000000;Receitas de Capital;0;;;0;0;527.571.378,00;11.586.202,10;68.355.873,24;459.215.504,76
2100000000;Operações de Crédito;0;;;0;0;393.328.406,00;11.586.202,10;66.991.428,68;326.336.977,32
2110000000;Operações de Crédito - Mercado Interno;0;;;0;0;261.785.661,00;11.586.202,10;66.991.428,68;194.794.232,32
2112000000;Operações de Crédito Contratuais - Mercado Interno;0;;;0;0;261.785.661,00;11.586.202,10;66.991.428,68;194.794.232,32
2112010000;Operações de Crédito Contratuais - Mercado Interno;0;;;0;0;202.120.661,00;11.586.202,10;66.991.428,68;135.129.232,32
2112010100;Operações de Crédito Contratuais - Mercado Interno - Principal - 100,00%;202.120.661,00;41754900;;11.586.202,10;66.991.428,68;202.120.661,00;11.586.202,10;66.991.428,68;135.129.232,32
2112520000;Operações de Crédito Internas para Programas de Saneamento;0;;;0;0;44.665.000,00;0;0;44.665.000,00
2112520100;Operações de Crédito Internas para Programas de Saneamento - Principal - 100,00%;44.665.000,00;41754900;;0;0;44.665.000,00;0;0;44.665.000,00
2112540000;Operações de Crédito Internas para Programas de Modernização da Administração Pública;0;;;0;0;15.000.000,00;0;0;15.000.000,00
2112540100;Operações de Crédito Internas para Programas de Modernização da Administração Pública - Principal - 100,00%;15.000.000,00;41754900;;0;0;15.000.000,00;0;0;15.000.000,00
2120000000;Operações de Crédito - Mercado Externo;0;;;0;0;131.542.745,00;0;0;131.542.745,00
2122000000;Operações de Crédito Contratuais - Mercado Externo;0;;;0;0;131.542.745,00;0;0;131.542.745,00
2122010000;Operações de Crédito Contratuais - Mercado Externo;0;;;0;0;131.542.745,00;0;0;131.542.745,00
2122010100;Operações de Crédito Contratuais - Mercado Externo - Principal - 100,00%;131.542.745,00;41754901;;0;0;131.542.745,00;0;0;131.542.745,00
2200000000;Alienação de Bens;0;;;0;0;100.000,00;0;0;100.000,00
2210000000;Alienação de Bens Móveis;0;;;0;0;100.000,00;0;0;100.000,00
2213000000;Alienação de Bens Móveis e Semoventes;0;;;0;0;100.000,00;0;0;100.000,00
2213010000;Alienação de Bens Móveis e Semoventes;0;;;0;0;100.000,00;0;0;100.000,00
2213010100;Alienação de Bens Móveis e Semoventes - Principal - 100,00%;100.000,00;1755000;;0;0;100.000,00;0;0;100.000,00
2400000000;Transferências de Capital;0;;;0;0;134.142.972,00;0;983.891,42;133.159.080,58
2410000000;Transferências da União e de suas Entidades;0;;;0;0;111.369.605,00;0;0;111.369.605,00
2411000000;Transferências de Recursos do Sistema Único de Saúde - SUS;0;;;0;0;100;0;0;100
2411510000;Transferências de Recursos do Sistema Único de Saúde - SUS - Fundo a Fundo - Bloco de Estruturação da Rede de Serviços Públicos de Saúde;0;;;0;0;100;0;0;100
2411519100;Transferências de Recursos do Bloco de Estruturação da Rede de Serviços Públicos de Saúde - Outros Programas - Principal - 100,00%;100;21601000;;0;0;100;0;0;100
2412000000;Transferências de Recursos do Fundo Nacional do Desenvolvimento da Educação - FNDE ;0;;;0;0;0;0;0;0
2412500000;Transferências de Recursos Destinados a Programas de Educação;0;;;0;0;0;0;0;0
2412509000;Outras transferências destinadas a Programas de Educação - 100,00%;0;21569000;;0;0;0;0;0;0
2412509100;Outras Transferências Destinadas a Programas de Educação - Principal - 100,00%;0;21569000;;0;0;0;0;0;0
2413000000;Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS ;0;;;0;0;1.499.209,00;0;0;1.499.209,00
2413500000;Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS;0;;;0;0;1.499.209,00;0;0;1.499.209,00
2413500100;Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS - Principal - 100,00%;1.499.209,00;51660710;3110;0;0;1.499.209,00;0;0;1.499.209,00
2414000000;Transferências de Convênios da União e de suas Entidades ;0;;;0;0;107.270.296,00;0;0;107.270.296,00
2414510000;Transferências de Convênios da União destinadas a Programas de Educação;0;;;0;0;497.348,00;0;0;497.348,00
2414510100;Transferências de Convênios da União destinadas a Programas de Educação - Principal - 100,00%;497.348,00;21570000;;0;0;497.348,00;0;0;497.348,00
2414540000;Transferências de Convênios da União destinadas a Programas de Infraestrutura em Transporte;0;;;0;0;80.000.000,00;0;0;80.000.000,00
2414540100;Transferências de Convênios da União destinadas a Programas de Infraestrutura em Transporte - Principal - 100,00%;80.000.000,00;21700000;;0;0;80.000.000,00;0;0;80.000.000,00
2414990000;Outras Transferências de Convênios da União e de Suas Entidades;0;;;0;0;26.772.948,00;0;0;26.772.948,00
2414990100;Outras Transferências de Convênios da União e de Suas Entidades - Principal - 88,95%;23.814.537,25;21700000;;0;0;26.772.948,00;0;0;23.814.537,25
2414990100;Outras Transferências de Convênios da União e de Suas Entidades - Principal - 11,05%;2.958.410,75;51700710;3110;0;0;26.772.948,00;0;0;2.958.410,75
2419000000;Outras Transferências de Recursos da União e de suas Entidades;0;;;0;0;2.600.000,00;0;0;2.600.000,00
2419510000;Transferência Especial da União;0;;;0;0;2.600.000,00;0;0;2.600.000,00
2419510100;Transferência Especial da União - Principal - 100,00%;2.600.000,00;51706710;3110;0;0;2.600.000,00;0;0;2.600.000,00
2420000000;Transferências dos Estados e do Distrito Federal e de suas Entidades;0;;;0;0;21.938.558,00;0;983.891,42;20.954.666,58
2421000000;Transferências de Recursos do Sistema Único de Saúde - SUS dos Estados e DF;0;;;0;0;15.000.000,00;0;639.896,79;14.360.103,21
2421500000;Transferências de Recursos do Sistema Único de Saúde - SUS;0;;;0;0;15.000.000,00;0;639.896,79;14.360.103,21
2421500100;Transferências de Recursos do Sistema Único de Saúde - SUS - Principal - 66,67%;10.000.500,00;21621000;;0;639.896,79;15.000.000,00;0;639.896,79;9.360.603,21
2421500100;Transferências de Recursos do Sistema Único de Saúde - SUS - Principal - 33,33%;4.999.500,00;51621710;3210;0;0;15.000.000,00;0;639.896,79;4.999.500,00
2422000000;Transferências de Convênios dos Estados e DF e de Suas Entidades ;0;;;0;0;4.254.558,00;0;343.994,63;3.910.563,37
2422510000;Transferências de Convênios dos Estados destinadas a Programas de Educação;0;;;0;0;3.454.558,00;0;0;3.454.558,00
2422510100;Transferências de Convênios dos Estados destinadas a Programas de Educação - Principal - 100,00%;3.454.558,00;21571000;;0;0;3.454.558,00;0;0;3.454.558,00
2422990000;Outras Transferências de Convênios dos Estados e DF e de Suas Entidades;0;;;0;0;800.000,00;0;343.994,63;456.005,37
2422990100;Outras Transferências de Convênios dos Estados e DF e de Suas Entidades - Principal - 0,00%;0;21665000;;0;343.994,63;800.000,00;0;343.994,63;-343.994,63
2422990100;Outras Transferências de Convênios dos Estados e DF e de Suas Entidades - Principal - 50,00%;400.000,00;21701000;;0;0;800.000,00;0;343.994,63;400.000,00
2422990100;Outras Transferências de Convênios dos Estados e DF e de Suas Entidades - Principal - 50,00%;400.000,00;51701710;3210;0;0;800.000,00;0;343.994,63;400.000,00
2429000000;Outras Transferências de Recursos dos Estados;0;;;0;0;2.684.000,00;0;0;2.684.000,00
2429990000;Outras Transferências de Recursos dos Estados;0;;;0;0;2.684.000,00;0;0;2.684.000,00
2429990100;Outras Transferências de Recursos dos Estados - Principal - 100,00%;2.684.000,00;51710710;3210;0;0;2.684.000,00;0;0;2.684.000,00
2440000000;Transferências de Instituições Privadas;0;;;0;0;834.809,00;0;0;834.809,00
2441000000;Transferências de Instituições Privadas;0;;;0;0;834.809,00;0;0;834.809,00
2441990000;Outras Transferências de Instituições Privadas;0;;;0;0;834.809,00;0;0;834.809,00
2441990100;Outras Transferências de Instituições Privadas - Principal - 100,00%;834.809,00;21749000;;0;0;834.809,00;0;0;834.809,00
2900000000;Outras Receitas de Capital;0;;;0;0;0;0;380.553,14;-380.553,14
2990000000;Demais Receitas de Capital;0;;;0;0;0;0;380.553,14;-380.553,14
2999000000;Outras Receitas de Capital;0;;;0;0;0;0;380.553,14;-380.553,14
2999500000;Receitas de Alienação de Certificados de Potencial Adicional de Construção - CEPAC;0;;;0;0;0;0;380.553,14;-380.553,14
2999500100;Receitas de Alienação de Certificados de Potencial Adicional de Construção - CEPAC - Principal - 100,00%;0;11501000;;0;0;0;0;380.553,14;0
2999500100;Receitas de Alienação de Certificados de Potencial Adicional de Construção - CEPAC - Principal - 0,00%;0;21501000;;0;190.276,57;0;0;380.553,14;-190.276,57
2999500100;Receitas de Alienação de Certificados de Potencial Adicional de Construção - CEPAC - Principal - 0,00%;0;21759000;;0;190.276,57;0;0;380.553,14;-190.276,57
7000000000;Receitas Correntes Intraorçamentárias;0;;;0;0;189.592.000,00;13.043.535,00;30.167.306,00;159.424.694,00
7200000000;Receitas Intraorçamentárias de Contribuição;0;;;0;0;170.491.000,00;11.482.040,16;25.482.821,48;145.008.178,52
7210000000;Contribuições Sociais;0;;;0;0;170.491.000,00;11.482.040,16;25.482.821,48;145.008.178,52
7215021100;Contribuição Patronal - Servidor Civil Ativo - Principal - 29,57%;50.414.188,70;81800811;1111;3.569.843,95;7.459.027,64;170.491.000,00;11.482.040,16;25.482.821,48;42.955.161,06
7215021100;Contribuição Patronal - Servidor Civil Ativo - Principal - 0,44%;750.160,40;81800821;1121;75.185,94;201.883,39;170.491.000,00;11.482.040,16;25.482.821,48;548.277,01
7215021100;Contribuição Patronal - Servidor Civil Ativo - Principal - 64,48%;109.932.596,80;81801811;2111;7.837.010,27;16.237.644,39;170.491.000,00;11.482.040,16;25.482.821,48;93.694.952,41
7215021100;Contribuição Patronal - Servidor Civil Ativo - Principal - 0,28%;477.374,80;81801821;2121;0;72.373,22;170.491.000,00;11.482.040,16;25.482.821,48;405.001,58
7215021100;Contribuição Patronal - Servidor Civil Ativo - Principal - 5,23%;8.916.679,30;81802000;;0;1.511.892,84;170.491.000,00;11.482.040,16;25.482.821,48;7.404.786,46
7900000000;Outras Receitas Correntes - Intraorçamentárias;0;;;0;0;19.101.000,00;1.561.494,84;4.684.484,52;14.416.515,48
7990000000;Demais Receitas Correntes;0;;;0;0;19.101.000,00;1.561.494,84;4.684.484,52;14.416.515,48
7999010100;Aportes Periódicos para Amortização de Déficit Atuarial do RPPS - Principal - 100,00%;19.101.000,00;81800811;1111;1.561.494,84;4.684.484,52;19.101.000,00;1.561.494,84;4.684.484,52;14.416.515,48
9000000000;Deduções da Receita;0;;;0;0;-349.087.530,00;-19.280.219,26;-252.529.216,21;-96.558.313,79
9100000000;Renúncia;0;;;0;0;-81.553.775,00;-212.406,68;-135.190.397,16;53.636.622,16
9111125001;Renúncia do Imposto sobre a Propriedade Predial e Territorial Urbana - Principal - 47,56%;-30.523.043,02;1500000;;-57.833,49;-39.202.745,81;-64.177.971,00;-121.601,09;-82.427.976,87;8.679.702,79
9111125001;Renúncia do Imposto sobre a Propriedade Predial e Territorial Urbana - Principal - 25,00%;-16.044.492,75;1500701;1001;-30.400,27;-20.606.994,21;-64.177.971,00;-121.601,09;-82.427.976,87;4.562.501,46
9111125001;Renúncia do Imposto sobre a Propriedade Predial e Territorial Urbana - Principal - 27,44%;-17.610.435,24;1500702;1002;-33.367,33;-22.618.236,85;-64.177.971,00;-121.601,09;-82.427.976,87;5.007.801,61
9111125002;Renúncia do Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros - 47,56%;-214.020,00;1500000;;-1.658,66;-12.776,01;-450.000,00;-3.487,50;-26.862,90;-201.243,99
9111125002;Renúncia do Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros - 25,00%;-112.500,00;1500701;1001;-871,87;-6.715,72;-450.000,00;-3.487,50;-26.862,90;-105.784,28
9111125002;Renúncia do Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros - 27,44%;-123.480,00;1500702;1002;-956,97;-7.371,17;-450.000,00;-3.487,50;-26.862,90;-116.108,83
9111125003;Renúncia do Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa - 47,56%;-332.920,00;1500000;;-17.749,37;-110.678,04;-700.000,00;-37.319,94;-232.712,43;-222.241,96
9111125003;Renúncia do Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa - 25,00%;-175.000,00;1500701;1001;-9.329,98;-58.178,10;-700.000,00;-37.319,94;-232.712,43;-116.821,90
9111125003;Renúncia do Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa - 27,44%;-192.080,00;1500702;1002;-10.240,59;-63.856,29;-700.000,00;-37.319,94;-232.712,43;-128.223,71
9111125004;Renúncia do Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa - Multas e Juros - 47,56%;-118.900,00;1500000;;-9.287,51;-51.187,53;-250.000,00;-19.527,97;-107.627,26;-67.712,47
9111125004;Renúncia do Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa - Multas e Juros - 25,00%;-62.500,00;1500701;1001;-4.881,99;-26.906,81;-250.000,00;-19.527,97;-107.627,26;-35.593,19
9111125004;Renúncia do Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa - Multas e Juros - 27,44%;-68.600,00;1500702;1002;-5.358,47;-29.532,92;-250.000,00;-19.527,97;-107.627,26;-39.067,08
9111125301;Renúncia do Imposto sobre Transmissão -Inter Vivos- de Bens Imóveis e de Direitos Reais sobre Imóveis - Principal - 47,56%;-3.345.709,50;1500000;;0;0;-7.034.713,00;0;0;-3.345.709,50
9111125301;Renúncia do Imposto sobre Transmissão -Inter Vivos- de Bens Imóveis e de Direitos Reais sobre Imóveis - Principal - 25,00%;-1.758.678,25;1500701;1001;0;0;-7.034.713,00;0;0;-1.758.678,25
9111125301;Renúncia do Imposto sobre Transmissão -Inter Vivos- de Bens Imóveis e de Direitos Reais sobre Imóveis - Principal - 27,44%;-1.930.325,25;1500702;1002;0;0;-7.034.713,00;0;0;-1.930.325,25
9111145111;Renúncia do Imposto sobre Serviços de Qualquer Natureza - Principal - 47,56%;-4.756,00;1500000;;0;0;-10.000,00;0;0;-4.756,00
9111145111;Renúncia do Imposto sobre Serviços de Qualquer Natureza - Principal - 25,00%;-2.500,00;1500701;1001;0;0;-10.000,00;0;0;-2.500,00
9111145111;Renúncia do Imposto sobre Serviços de Qualquer Natureza - Principal - 27,44%;-2.744,00;1500702;1002;0;0;-10.000,00;0;0;-2.744,00
9111145112;Renúncia do Imposto sobre Serviços de Qualquer Natureza - Multas e Juros - 47,56%;-475,6;1500000;;0;0;-1.000,00;0;0;-475,6
9111145112;Renúncia do Imposto sobre Serviços de Qualquer Natureza - Multas e Juros - 25,00%;-250;1500701;1001;0;0;-1.000,00;0;0;-250
9111145112;Renúncia do Imposto sobre Serviços de Qualquer Natureza - Multas e Juros - 27,44%;-274,4;1500702;1002;0;0;-1.000,00;0;0;-274,4
9111145113;Renúncia do Imposto sobre Serviços de Qualquer Natureza - Dívida Ativa - 47,56%;-951,2;1500000;;0;0;-2.000,00;0;0;-951,2
9111145113;Renúncia do Imposto sobre Serviços de Qualquer Natureza - Dívida Ativa - 25,00%;-500;1500701;1001;0;0;-2.000,00;0;0;-500
9111145113;Renúncia do Imposto sobre Serviços de Qualquer Natureza - Dívida Ativa - 27,44%;-548,8;1500702;1002;0;0;-2.000,00;0;0;-548,8
9111145114;Renúncia do Imposto sobre Serviços de Qualquer Natureza - Dívida Ativa - Multas e Juros - 47,56%;-475,6;1500000;;0;0;-1.000,00;0;0;-475,6
9111145114;Renúncia do Imposto sobre Serviços de Qualquer Natureza - Dívida Ativa - Multas e Juros - 25,00%;-250;1500701;1001;0;0;-1.000,00;0;0;-250
9111145114;Renúncia do Imposto sobre Serviços de Qualquer Natureza - Dívida Ativa - Multas e Juros - 27,44%;-274,4;1500702;1002;0;0;-1.000,00;0;0;-274,4
9111210101;Renúncia de Taxas de Inspeção, Controle e Fiscalização - Outras - Principal - 100,00%;-1.583.030,00;1501000;;-662,31;-48.767,84;-1.583.030,00;-662,31;-48.767,84;-1.534.262,16
9111210102;Renúncia de Taxas de Inspeção, Controle e Fiscalização - Outras - Multas e Juros - 100,00%;-30.000,00;1501000;;-112,16;-8.625,47;-30.000,00;-112,16;-8.625,47;-21.374,53
9111210103;Renúncia de Taxas de Inspeção, Controle e Fiscalização - Dívida Ativa - 100,00%;-60.000,00;1501000;;0;-3.609,12;-60.000,00;0;-3.609,12;-56.390,88
9111210104;Renúncia de Taxas de Inspeção, Controle e Fiscalização - Dívida Ativa - Multas e Juros - 100,00%;-25.000,00;1501000;;0;-1.254,87;-25.000,00;0;-1.254,87;-23.745,13
9111215001;Renúncia de Taxa de Fiscalização de Vigilância Sanitária - Principal - 100,00%;-536.444,00;1501000;;-276,38;-39.917,85;-536.444,00;-276,38;-39.917,85;-496.526,15
9111215002;Renúncia de Taxa de Fiscalização de Vigilância Sanitária - Multas e Juros - 100,00%;-15.000,00;1501000;;-39,12;-7.521,24;-15.000,00;-39,12;-7.521,24;-7.478,76
9111215003;Renúncia de Taxa de Fiscalização de Vigilância Sanitária - Dívida Ativa - 100,00%;-50.000,00;1501000;;0;-726,35;-50.000,00;0;-726,35;-49.273,65
9111215004;Renúncia de Taxa de Fiscalização de Vigilância Sanitária - Dívida Ativa - Multas e Juros - 100,00%;-25.000,00;1501000;;0;-179,2;-25.000,00;0;-179,2;-24.820,80
9111220101;Renúncia de Taxas pela Prestação de Serviços em Geral - Principal - 100,00%;-10.000,00;1501000;;0;0;-10.000,00;0;0;-10.000,00
9111220102;Renúncia de Taxas pela Prestação de Serviços em Geral - Multas e Juros - 100,00%;-1.000,00;1501000;;0;0;-1.000,00;0;0;-1.000,00
9111220103;Renúncia de Taxas pela Prestação de Serviços em Geral - Dívida Ativa - 100,00%;-2.000,00;1501000;;0;0;-2.000,00;0;0;-2.000,00
9111220104;Renúncia de Taxas pela Prestação de Serviços em Geral - Dívida Ativa - Multas e Juros - 100,00%;-900;1501000;;0;0;-900;0;0;-900
9111225301;Renúncia de Taxa pela Prestação de Serviços de Limpeza Pública e Manejo de Resíduos Sólidos - Principal - 100,00%;-6.268.717,00;21753000;;-17.496,53;-52.228.794,98;-6.268.717,00;-17.496,53;-52.228.794,98;45.960.077,98
9111225302;Renúncia de Taxa pela Prestação de Serviços de Limpeza Pública e Manejo de Resíduos Sólidos - Multas e Juros - 100,00%;-150.000,00;21753000;;-1.586,14;-10.190,00;-150.000,00;-1.586,14;-10.190,00;-139.810,00
9111225303;Renúncia de Taxa pela Prestação de Serviços de Limpeza Pública e Manejo de Resíduos Sólidos - Dívida Ativa - 100,00%;-120.000,00;21753000;;-5.927,76;-29.825,22;-120.000,00;-5.927,76;-29.825,22;-90.174,78
9111225304;Renúncia de Taxa pela Prestação de Serviços de Limpeza Pública e Manejo de Resíduos Sólidos - Dívida Ativa - Multas e Juros - 100,00%;-50.000,00;21753000;;-4.369,78;-15.805,56;-50.000,00;-4.369,78;-15.805,56;-34.194,44
9200000000;Restituições;0;;;0;0;-2.290.000,00;-25.142,80;-73.805,97;-2.216.194,03
9210000000;Restituições Receitas Correntes;0;;;0;0;-2.290.000,00;-25.142,80;-73.805,97;-2.216.194,03
9211125001;Restituições do Imposto sobre a Propriedade Predial e Territorial Urbana - Principal - 47,56%;-332.920,00;1500000;;-401,23;-3.562,02;-700.000,00;-843,61;-7.489,52;-329.357,98
9211125001;Restituições do Imposto sobre a Propriedade Predial e Territorial Urbana - Principal - 25,00%;-175.000,00;1500701;1001;-210,9;-1.872,38;-700.000,00;-843,61;-7.489,52;-173.127,62
9211125001;Restituições do Imposto sobre a Propriedade Predial e Territorial Urbana - Principal - 27,44%;-192.080,00;1500702;1002;-231,48;-2.055,12;-700.000,00;-843,61;-7.489,52;-190.024,88
9211125002;Restituições do Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros - 47,56%;-9.512,00;1500000;;0;0;-20.000,00;0;0;-9.512,00
9211125002;Restituições do Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros - 25,00%;-5.000,00;1500701;1001;0;0;-20.000,00;0;0;-5.000,00
9211125002;Restituições do Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros - 27,44%;-5.488,00;1500702;1002;0;0;-20.000,00;0;0;-5.488,00
9211125003;Restituições do Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa - 47,56%;-14.268,00;1500000;;0;0;-30.000,00;0;0;-14.268,00
9211125003;Restituições do Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa - 25,00%;-7.500,00;1500701;1001;0;0;-30.000,00;0;0;-7.500,00
9211125003;Restituições do Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa - 27,44%;-8.232,00;1500702;1002;0;0;-30.000,00;0;0;-8.232,00
9211125004;Restituições do Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa - Multas e Juros - 47,56%;-4.756,00;1500000;;0;0;-10.000,00;0;0;-4.756,00
9211125004;Restituições do Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa - Multas e Juros - 25,00%;-2.500,00;1500701;1001;0;0;-10.000,00;0;0;-2.500,00
9211125004;Restituições do Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa - Multas e Juros - 27,44%;-2.744,00;1500702;1002;0;0;-10.000,00;0;0;-2.744,00
9211125301;Restituições do Imposto sobre Transmissão -Inter Vivos- de Bens Imóveis e de Direitos Reais sobre Imóveis - Principal - 47,56%;-428.040,00;1500000;;0;-15.528,54;-900.000,00;0;-32.650,40;-412.511,46
9211125301;Restituições do Imposto sobre Transmissão -Inter Vivos- de Bens Imóveis e de Direitos Reais sobre Imóveis - Principal - 25,00%;-225.000,00;1500701;1001;0;-8.162,60;-900.000,00;0;-32.650,40;-216.837,40
9211125301;Restituições do Imposto sobre Transmissão -Inter Vivos- de Bens Imóveis e de Direitos Reais sobre Imóveis - Principal - 27,44%;-246.960,00;1500702;1002;0;-8.959,26;-900.000,00;0;-32.650,40;-238.000,74
9211130000;Restituições dos Impostos sobre a Renda e Proventos de Qualquer Natureza;0;;;0;0;0;0;-1.383,95;1.383,95
9211130300;Restituições do Imposto sobre a Renda - Retido na Fonte;0;;;0;0;0;0;-1.383,95;1.383,95
9211130341;Restituições do Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Principal - 47,56%;0;1500000;;0;-807,76;0;0;-1.383,95;807,76
9211130341;Restituições do Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Principal - 25,00%;0;1500701;1001;0;-274,69;0;0;-1.383,95;274,69
9211130341;Restituições do Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Principal - 27,44%;0;1500702;1002;0;-301,5;0;0;-1.383,95;301,5
9211145111;Restituições do Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal - 47,56%;-142.680,00;1500000;;0;-842,77;-300.000,00;0;-1.772,00;-141.837,23
9211145111;Restituições do Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal - 25,00%;-75.000,00;1500701;1001;0;-443;-300.000,00;0;-1.772,00;-74.557,00
9211145111;Restituições do Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal - 27,44%;-82.320,00;1500702;1002;0;-486,23;-300.000,00;0;-1.772,00;-81.833,77
9211145112;Restituições do Imposto sobre Serviços de Qualquer Natureza - ISSQN - Multas e Juros - 47,56%;-23.780,00;1500000;;0;0;-50.000,00;0;0;-23.780,00
9211145112;Restituições do Imposto sobre Serviços de Qualquer Natureza - ISSQN - Multas e Juros - 25,00%;-12.500,00;1500701;1001;0;0;-50.000,00;0;0;-12.500,00
9211145112;Restituições do Imposto sobre Serviços de Qualquer Natureza - ISSQN - Multas e Juros - 27,44%;-13.720,00;1500702;1002;0;0;-50.000,00;0;0;-13.720,00
9211210101;Restituições de Taxas de Inspeção, Controle e Fiscalização - Principal - 100,00%;-100.000,00;1501000;;-24.222,48;-27.737,22;-100.000,00;-24.222,48;-27.737,22;-72.262,78
9211215001;Restituições de Taxa de Fiscalização de Vigilância Sanitária - Principal - 100,00%;-50.000,00;1501000;;0;0;-50.000,00;0;0;-50.000,00
9211225301;Restituições de Taxa pela Prestação de Serviços de Limpeza Pública e Manejo de Resíduos Sólidos - Principal - 100,00%;-70.000,00;21753000;;0;0;-70.000,00;0;0;-70.000,00
9219000000;Restituições Outras Receitas Correntes;0;;;0;0;-60.000,00;-76,71;-2.772,88;-57.227,12
9219110000;Restituições Multas Administrativas, Contratuais e Judiciais;0;;;0;0;-60.000,00;-76,71;-2.772,88;-57.227,12
9219110100;Restituições Multas Previstas em Legislação Específica;0;;;0;0;-60.000,00;-76,71;-2.772,88;-57.227,12
9219110101;Restituição de Multas Previstas em Legislação Específica - Principal - 33,33%;-19.998,00;1501000;;0;0;-60.000,00;-76,71;-2.772,88;-19.998,00
9219110101;Restituição de Multas Previstas em Legislação Específica - Principal - 66,67%;-40.002,00;21752000;;-76,71;-2.772,88;-60.000,00;-76,71;-2.772,88;-37.229,12
9219220000;Restituições;0;;;0;0;0;0;0;0
9219229900;Restituições Outras Restituições;0;;;0;0;0;0;0;0
9219229901;Restituições Outras Restituições - Principal - 100,00%;0;11501000;;0;0;0;0;0;0
9300000000;Descontos;0;;;0;0;-71.781.504,00;-1.303.280,26;-54.934.357,39;-16.847.146,61
9311125001;Descontos do Imposto sobre a Propriedade Predial e Territorial Urbana - Principal - 47,56%;-24.183.042,47;1500000;;-188.527,28;-22.139.712,49;-50.847.440,00;-396.398,81;-46.551.119,60;-2.043.329,98
