num_emp;ano_insc;ug;uo;fonte;num_doc;credor;nome_credor;valor;valor_anu_ant;valor_anu_mes;valor_em_liq_ant;valor_em_liq_mes;valor_liq_ant;valor_liq_mes;valor_pag_ant;valor_pag_mes;saldo_ant;saldo_mes
8693;2022;1546;1131;21600000;/;1898;ROSA ANGELA MARIA DE MESQUITA DINIZ;1.600,00;0,00;0,00;0,00;0,00;1.600,00;0,00;1.600,00;0,00;0,00;0,00
8694;2022;1546;1131;21600000;/;42561;Rosemary Aparecida de Oliveira;2.250,23;0,00;0,00;0,00;0,00;2.250,23;0,00;2.250,23;0,00;0,00;0,00
8696;2022;1546;1131;21600000;/;25147;SUELI LUZIA DE MELO PINHEIRO;2.527,53;0,00;0,00;0,00;0,00;2.527,53;0,00;2.527,53;0,00;0,00;0,00
8697;2022;1546;1131;21600000;/;216;TEREZINHA RODRIGUES MARTINS;1.593,82;0,00;0,00;0,00;0,00;1.593,82;0,00;1.593,82;0,00;0,00;0,00
8698;2022;1546;1131;21600000;/;41688;Wellington Coelho;1.819,82;0,00;0,00;0,00;0,00;1.819,82;0,00;1.819,82;0,00;0,00;0,00
8699;2022;1546;1131;21600000;/;50001;WEVERSON DE MOURA PEREIRA;2.176,01;0,00;0,00;0,00;0,00;2.176,01;0,00;2.176,01;0,00;0,00;0,00
8700;2022;1546;1131;21600000;/;42504;Romulo Menezes de Oliveira;3.445,36;0,00;0,00;0,00;0,00;3.445,36;0,00;3.445,36;0,00;0,00;0,00
8701;2022;1546;1131;21600000;/;52562;ANA ILIDIA VILELA BASTOS;5.459,51;0,09;0,00;0,00;0,00;5.459,42;0,00;5.459,42;0,00;0,00;0,00
8715;2022;1546;1131;21600000;/;24940;EDSON PESSOA;6.404,07;0,00;0,00;0,00;0,00;6.404,07;0,00;6.404,07;0,00;0,00;0,00
8721;2022;0150;1211;01500000;/;49841;CONSORCIO VERTRAN - CSL;174.598,08;126.232,96;0,00;0,00;0,00;48.365,12;0,00;48.365,12;0,00;0,00;0,00
8737;2022;1546;1131;21600000;/;221;CENTRO DE ATENDIMENTO E INCLUSÃO SOCIAL - CAIS;84.408,61;19.740,34;0,00;0,00;0,00;64.668,27;0,00;64.668,27;0,00;0,00;0,00
8738;2022;1546;1131;21600000;/;36817;INSTITUIÇÃO DE COOPERAÇÃO INTERMUNICIPAL DO MÉDIO PARAOPEBA - CISMEP;113.120,55;78.326,15;0,00;0,00;0,00;34.794,40;0,00;34.794,40;0,00;0,00;0,00
8739;2022;1546;1131;01500702;/;36817;INSTITUIÇÃO DE COOPERAÇÃO INTERMUNICIPAL DO MÉDIO PARAOPEBA - CISMEP;231.576,42;69.123,05;0,00;0,00;0,00;162.453,37;0,00;162.453,37;0,00;0,00;0,00
8740;2022;1546;1131;01500702;/;53258;CENTRO DE DIAGNOSTICO POR IMAGEM LTDA;51.132,02;42.935,66;0,00;0,00;0,00;8.196,36;0,00;8.196,36;0,00;0,00;0,00
8743;2022;1546;1131;21600000;/;53258;CENTRO DE DIAGNOSTICO POR IMAGEM LTDA;136.726,78;0,00;0,00;0,00;0,00;136.726,78;0,00;136.726,78;0,00;0,00;0,00
8759;2022;4123;1123;01500701;/;54203;BELCHAIR COMERCIO DE MOVEIS EIRELI;36.866,62;0,00;0,00;0,00;0,00;36.866,62;0,00;36.866,62;0,00;0,00;0,00
8765;2022;1546;1131;01500702;/;18005;ASSOCIAÇÃO COMUNITÁRIA SHEKINAH;166.778,39;0,00;0,00;0,00;0,00;166.778,39;0,00;166.778,39;0,00;0,00;0,00
8779;2022;1546;1131;21600000;/;1474;INSTITUIÇÃO ESPÍRITA LAR DE MARCOS;72.770,81;0,00;0,00;0,00;0,00;72.770,81;0,00;72.770,81;0,00;0,00;0,00
8784;2022;1546;1131;21621000;/;24917;ASSOCIAÇÃO CUIDAR BEM/MG - ACB;8.434,84;8.434,84;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8785;2022;1546;1131;21600000;/;29060;DIVINO CLAVINO GOMES;4.549,55;0,00;0,00;0,00;0,00;4.549,55;0,00;4.549,55;0,00;0,00;0,00
8787;2022;1546;1131;21600000;/;34401;Elenise Rosa Moreira Correa;7.301,74;0,00;0,00;0,00;0,00;7.301,74;0,00;7.301,74;0,00;0,00;0,00
8789;2022;1546;1131;21600000;/;39216;MARIANA NUNES FAGUNDES;3.352,95;0,00;0,00;0,00;0,00;3.352,95;0,00;3.352,95;0,00;0,00;0,00
8791;2022;1546;1131;21600000;/;36515;CARLOS JOÃO DE ARAÚJO;7.471,04;0,00;0,00;0,00;0,00;7.471,04;0,00;7.471,04;0,00;0,00;0,00
8792;2022;1546;1131;21600000;/;20941;LEOPOLDINO JOSE VICENTE;5.055,05;0,00;0,00;0,00;0,00;5.055,05;0,00;5.055,05;0,00;0,00;0,00
8793;2022;0171;1151;41754900;5710/2021;54750;CONSORCIO - NOVA MARACANA;0,60;0,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8801;2022;1546;1131;21600000;/;33091;OLIMPIO HELTON ALVES PEREIRA;4.852,85;0,00;0,00;0,00;0,00;4.852,85;0,00;4.852,85;0,00;0,00;0,00
8808;2022;1546;1131;21600000;/;50116;UD EMPREENDIMENTOS IMOBILIÁRIOS EIRELI;35.000,00;0,00;0,00;0,00;0,00;35.000,00;0,00;35.000,00;0,00;0,00;0,00
8818;2022;1546;1131;01500702;5830/2022;56387;CENTERVET COMÉRCIO DE PRODUTOS E SERVIÇOS VETERINÁRIOS LTDA - ME;90.000,00;63.969,46;0,00;0,00;0,00;26.030,54;0,00;26.030,54;0,00;0,00;0,00
8822;2022;1546;1131;01500702;5830/2022;56389;MED PET CENTRO VETERINÁRIO LTDA;64.978,95;0,00;0,00;0,00;0,00;64.978,95;0,00;64.978,95;0,00;0,00;0,00
8858;2022;1546;1131;21600000;/;40195;João Evangelista de Oliveira;14,18;0,00;0,00;0,00;0,00;14,18;0,00;14,18;0,00;0,00;0,00
8859;2022;1546;1131;21600000;/;40195;João Evangelista de Oliveira;194,09;0,00;0,00;0,00;0,00;194,09;0,00;194,09;0,00;0,00;0,00
8884;2022;0124;1081;01500000;/;35495;COLABORE ADMINISTRACAO & SERVICOS LTDA;120.624,24;0,00;0,00;0,00;0,00;120.624,24;0,00;120.624,24;0,00;0,00;0,00
8904;2022;1546;1131;21600000;/;34238;LUIZ VIANA TRANSPORTES LTDA;107.590,77;35.863,59;0,00;0,00;0,00;71.727,18;0,00;71.727,18;0,00;0,00;0,00
8908;2022;1546;1131;21600000;/;39216;MARIANA NUNES FAGUNDES;902,05;0,00;0,00;0,00;0,00;902,05;0,00;902,05;0,00;0,00;0,00
8910;2022;1546;1131;21621000;/;34238;LUIZ VIANA TRANSPORTES LTDA;100.000,00;46.286,14;0,00;0,00;0,00;53.713,86;0,00;53.713,86;0,00;0,00;0,00
8914;2022;1546;1131;21600000;/;48364;MEGA SOLUCOES CIENTIFICAS E LOCACAO EIRELI;66.484,25;53.780,25;0,00;0,00;0,00;12.704,00;0,00;12.704,00;0,00;0,00;0,00
8916;2022;0124;1081;01500000;/;18090;VISUAL SISTEMAS ELETRÔNICOS LTDA.;4.783,46;0,00;0,00;0,00;0,00;4.783,46;0,00;4.783,46;0,00;0,00;0,00
8922;2022;1546;1131;21600000;/;1474;INSTITUIÇÃO ESPÍRITA LAR DE MARCOS;90.385,42;0,00;0,00;0,00;0,00;90.385,42;0,00;90.385,42;0,00;0,00;0,00
8930;2022;1546;1131;21600000;/;47090;HORTA SOARES COMERCIO E REPRESENTAÇÃO LTDA;1.484.635,91;638.092,56;0,00;0,00;0,00;846.543,35;0,00;846.543,35;0,00;0,00;0,00
8943;2022;1546;1131;21600000;/;139;HOSPITAL E MATERNIDADE SANTA RITA S/A;23.582,49;23.582,49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8949;2022;1546;1131;02500702;/;139;HOSPITAL E MATERNIDADE SANTA RITA S/A;6.382,52;6.382,52;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8959;2022;0107;1031;01500000;/;52537;MARCELO PEREIRA MARTINS;4.766,66;0,00;0,00;0,00;0,00;4.766,66;0,00;4.766,66;0,00;0,00;0,00
8967;2022;0124;1081;01500000;/;46218;ELEVADORES MILENIO EIRELI;347,15;0,00;0,00;0,00;0,00;347,15;0,00;347,15;0,00;0,00;0,00
8982;2022;0124;1081;01500000;/;42630;CESAR AUGUSTO DE BARROS;1.155,63;0,00;0,00;0,00;0,00;1.155,63;0,00;1.155,63;0,00;0,00;0,00
8984;2022;0124;1081;01500000;/;30806;MARCO TÚLIO MARCHESINI;1.210,66;0,00;0,00;0,00;0,00;1.210,66;0,00;1.210,66;0,00;0,00;0,00
8992;2022;0124;1081;01500000;/;56346;LORENNA CRISTINA DO AMARAL BELOTTE;1.542,57;0,00;0,00;0,00;0,00;1.542,57;0,00;1.542,57;0,00;0,00;0,00
9003;2022;4123;1123;01500701;5802/2022;41600;MGS MINAS GERAIS ADMINISTRAÇÃO E SERVIÇOS SA;96.219,25;0,00;0,00;0,00;0,00;96.219,25;0,00;96.219,25;0,00;0,00;0,00
9010;2022;0145;1181;01500000;/;41689;WILSON GONÇALVES PESSOA;20.008,59;0,00;0,00;0,00;0,00;20.008,59;0,00;20.008,59;0,00;0,00;0,00
9019;2022;1546;1131;21600000;/;35263;SIMPRESS COMÉRCIO LOCAÇÃO E SERVIÇOS S/A;33.810,08;0,00;0,00;0,00;0,00;33.810,08;0,00;33.810,08;0,00;0,00;0,00
9024;2022;1546;1131;21600000;/;161;JOSE FILINTO FILHO;1.277,47;0,00;0,00;0,00;0,00;1.277,47;0,00;1.277,47;0,00;0,00;0,00
9031;2022;1546;1131;21600000;/;45498;SUDESTE BRASIL COOPERATIVA DE TRANSPORTE;154,48;154,48;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
9036;2022;1546;1131;21621000;/;27695;RIBEIRO AUTOMÓVEIS LTDA;13.015,14;0,00;0,00;0,00;0,00;13.015,14;0,00;13.015,14;0,00;0,00;0,00
9037;2022;1546;1131;21621000;/;221;CENTRO DE ATENDIMENTO E INCLUSÃO SOCIAL - CAIS;23.642,78;3.606,57;0,00;0,00;0,00;20.036,21;0,00;20.036,21;0,00;0,00;0,00
9054;2022;1546;1131;21600000;/;22209;WHITE MARTINS GASES INDUSTRIAIS DO NORDESTE S/A;87.750,00;0,00;87.750,00;0,00;0,00;0,00;0,00;0,00;0,00;87.750,00;0,00
9068;2022;1546;1131;21600000;/;24944;ULISSES SALIM LAUAR DE SOUZA;2.597,90;0,05;0,00;0,00;0,00;2.597,85;0,00;2.597,85;0,00;0,00;0,00
9069;2022;1546;1131;21600000;/;156;JOAO DO CARMO BARROS;11.033,26;0,00;0,00;0,00;0,00;11.033,26;0,00;11.033,26;0,00;0,00;0,00
9071;2022;1546;1131;21600000;/;46357;JOSE CARLOS DA SILVA;7.840,00;0,00;0,00;0,00;0,00;7.840,00;0,00;7.840,00;0,00;0,00;0,00
9072;2022;1546;1131;21600000;/;56529;MESSIAS PACHECO DOS REIS FILHO;1.263,76;0,00;0,00;0,00;0,00;1.263,76;0,00;1.263,76;0,00;0,00;0,00
9077;2022;1546;1131;22601000;/;55397;BOING COMERCIO ATACADISTA DE MATERIAIS LTDA;1.479,60;0,00;0,00;0,00;0,00;1.479,60;0,00;1.479,60;0,00;0,00;0,00
9089;2022;0181;1171;01500000;/;41600;MGS MINAS GERAIS ADMINISTRAÇÃO E SERVIÇOS SA;129.005,42;0,00;0,00;0,00;0,00;129.005,42;0,00;129.005,42;0,00;0,00;0,00
9109;2022;0145;1181;01500000;/;53143;SEPAT MULTI SERVICE LTDA;9.560,68;8.846,81;0,00;0,00;0,00;713,87;0,00;713,87;0,00;0,00;0,00
9118;2022;0147;1251;01500000;/;46951;GEMELO DO BRASIL DATA CENTERS, COMÉRCIO E SERVIÇOS LTDA;1.572,27;0,00;0,00;0,00;0,00;1.572,27;0,00;1.572,27;0,00;0,00;0,00
9119;2022;0147;1251;01500000;/;43327;Agência Clic Soluções em Tecnologia e Midia Visual LTDA- ME;1.333,33;0,00;0,00;0,00;0,00;1.333,33;0,00;1.333,33;0,00;0,00;0,00
9128;2022;1546;1131;21600000;/;48359;ORTOPEDICA UNIVERSO INDUSTRIA & COMERCIO EIRELI;112.974,53;112.898,67;75,86;0,00;0,00;0,00;0,00;0,00;0,00;75,86;0,00
9132;2022;0147;1251;01500000;/;33478;INFOSHOT SERVIÇOS E SOLUÇÕES EM TI LTDA;32.989,65;0,00;0,00;0,00;0,00;32.989,65;0,00;32.989,65;0,00;0,00;0,00
9138;2022;0147;1251;01500000;/;13931;ON LINE TECNOLOGIA E INTEGRAÇÃO LTDA-EPP;931,65;31,28;0,00;0,00;0,00;900,37;0,00;900,37;0,00;0,00;0,00
9139;2022;1546;1131;21600000;/;38730;LCR COMUNICAÇÃO VISUAL LTDA - ME;71.419,91;71.419,91;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
9146;2022;0124;1081;01501000;/;399;BANCO DO BRASIL S/A;82.771,98;3.449,55;0,00;0,00;0,00;79.322,43;0,00;79.322,43;0,00;0,00;0,00
9152;2022;0147;1251;02500000;/;1013;RPS RIOS PROJETOS E SISTEMAS LTDA;2.255,04;0,00;0,00;0,00;0,00;2.255,04;0,00;2.255,04;0,00;0,00;0,00
9154;2022;1546;1131;21601000;/;55308;REISPEL LTDA;2.940,00;2.940,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
9160;2022;0124;1081;01500000;/;13931;ON LINE TECNOLOGIA E INTEGRAÇÃO LTDA-EPP;397,22;0,00;0,00;0,00;0,00;397,22;0,00;397,22;0,00;0,00;0,00
9168;2022;0116;1071;21751000;/;13685;CEMIG DISTRIBUIÇÃO S/A;1.201.749,34;713.013,65;0,00;0,00;0,00;488.735,69;0,00;488.735,69;0,00;0,00;0,00
9181;2022;1546;1131;01500702;/;14874;HOSP LIFE LTDA.;12.000,00;0,00;0,00;0,00;0,00;12.000,00;0,00;12.000,00;0,00;0,00;0,00
9232;2022;0181;1171;01500000;5540/2021;50373;TECKMAX COMERCIO DE MOVEIS EIRELI;8.837,20;0,00;0,00;0,00;0,00;8.837,20;0,00;8.837,20;0,00;0,00;0,00
9249;2022;0116;1071;01500000;5860/2022;20354;RANGAP DISTRIBUIDORA DE ALIMENTOS LTDA-ME;56,80;56,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
9250;2022;0116;1071;01500000;/;41600;MGS MINAS GERAIS ADMINISTRAÇÃO E SERVIÇOS SA;169.732,25;0,00;0,00;0,00;0,00;169.732,25;0,00;169.732,25;0,00;0,00;0,00
9251;2022;1546;1131;21600000;/;52562;ANA ILIDIA VILELA BASTOS;606,65;0,01;0,00;0,00;0,00;606,64;0,00;606,64;0,00;0,00;0,00
9252;2022;1546;1131;21600000;/;56529;MESSIAS PACHECO DOS REIS FILHO;7.161,33;0,00;0,00;0,00;0,00;7.161,33;0,00;7.161,33;0,00;0,00;0,00
9254;2022;1546;1131;01500702;/;16289;AUTARQUIA MUNIC. DE TRÂNSITO E TRANSP. DE CONTAGEM-TRANSCON;470,45;470,45;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
9255;2022;1546;1131;21636000;/;268;FUNDACAO DE DESENVOLVIMENTO DA PESQUISA - FUNDEP;166.800,00;166.800,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
9267;2022;1546;1131;01500702;5862/2022;52791;FUNDACAO HOSPITALAR SAO FRANCISCO DE ASSIS - FHSFA;3.283.271,00;187.166,03;0,00;0,00;0,00;3.096.104,97;0,00;3.096.104,97;0,00;0,00;0,00
9271;2022;1546;1131;22600000;/;2250;WHITE MARTINS GASES INDUSTRIAIS LTDA;129.264,86;0,00;8.946,94;0,00;0,00;120.317,92;0,00;120.317,92;0,00;8.946,94;0,00
9280;2022;0116;1071;01500000;5237/2020;319;EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS;78.176,53;39.872,41;0,00;0,00;0,00;38.304,12;0,00;38.304,12;0,00;0,00;0,00
9281;2022;1546;1131;01500702;/;52955;COOPERTRANSP -COOPERATIVA DE PRESTADORES DE SERVIÇO DE TRANSPORTE DE PASSAGEIROS E CARGAS DE NOVA LIMA LTDA;34.220,36;0,00;0,00;0,00;0,00;34.220,36;0,00;34.220,36;0,00;0,00;0,00
9282;2022;1546;1131;01500702;/;52955;COOPERTRANSP -COOPERATIVA DE PRESTADORES DE SERVIÇO DE TRANSPORTE DE PASSAGEIROS E CARGAS DE NOVA LIMA LTDA;36.834,53;0,00;0,00;0,00;0,00;36.834,53;0,00;36.834,53;0,00;0,00;0,00
9286;2022;0181;1171;01500000;5860/2022;20354;RANGAP DISTRIBUIDORA DE ALIMENTOS LTDA-ME;576,00;0,00;0,00;0,00;0,00;576,00;0,00;576,00;0,00;0,00;0,00
9288;2022;1546;1131;21621000;/;27695;RIBEIRO AUTOMÓVEIS LTDA;4.018,82;0,00;0,00;0,00;0,00;4.018,82;0,00;4.018,82;0,00;0,00;0,00
9309;2022;1546;1131;21600000;/;46615;ASMED ASSISTENCIA MEDICA DE CONTAGEM EIRELI-ME;1.639,14;775,15;0,00;0,00;0,00;863,99;0,00;863,99;0,00;0,00;0,00
9325;2022;1546;1131;21600000;/;17684;ELCORDIS CENTRO DE DIAGNOSTICOS LTDA;29.994,19;0,00;0,00;0,00;0,00;29.994,19;0,00;29.994,19;0,00;0,00;0,00
9327;2022;0143;1241;01500000;/;17569;FEST EVENTOS PRODUCOES LTDA;283,52;283,52;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
9328;2022;0112;1061;01500000;/;20909;KS - EVENTOS E SHOW LTDA.;2.001,60;0,00;0,00;0,00;0,00;2.001,60;0,00;2.001,60;0,00;0,00;0,00
9329;2022;0181;1171;01500000;5540/2021;50365;COMERCIO SILVEIRA ATACADISTA DE MOVEIS MOGI MIRIM - EIRELI;10.405,38;0,00;0,00;0,00;0,00;10.405,38;0,00;10.405,38;0,00;0,00;0,00
9330;2022;1215;1104;22665000;5785/2022;48628;S & A COMERCIO E DISTRIBUIDORA DE SUPRIMENTOS LTDA;221.471,42;195.117,65;0,00;0,00;0,00;26.353,77;0,00;26.353,77;0,00;0,00;0,00
9331;2022;1215;1104;31500000;/;48628;S & A COMERCIO E DISTRIBUIDORA DE SUPRIMENTOS LTDA;64.224,42;64.224,42;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
9337;2022;0181;1171;01500000;5540/2021;53691;ALPHA ELETROMÓVEIS EIRELI;5.165,86;0,00;0,00;0,00;0,00;5.165,86;0,00;5.165,86;0,00;0,00;0,00
9346;2022;0116;1071;01500000;/;146;COPASA - COMPANHIA DE SANEAMENTO DE MINAS GERAIS;150.000,00;0,00;0,00;0,00;0,00;150.000,00;0,00;150.000,00;0,00;0,00;0,00
9349;2022;1546;1131;22621000;/;48789;DIPROM - DISTRIBUIDORA DE PRODUTOS ODONTOLOGICOS E MATERIAIS LTDA;111,12;0,00;0,01;0,00;0,00;111,11;0,00;111,11;0,00;0,01;0,00
9362;2022;1546;1131;21600000;5629/2022;16923;COMERCIAL CIRURGICA RIOCLARENSE LTDA;335,86;0,00;0,01;0,00;0,00;335,85;0,00;335,85;0,00;0,01;0,00
9381;2022;1814;1113;01500000;/;44272;ASCENDE - CONSULTORIA E PROJETOS LTDA - EPP;17.848,33;0,00;17.848,33;0,00;0,00;0,00;0,00;0,00;0,00;17.848,33;0,00
9384;2022;1546;1131;22600000;/;21558;CONSORCIO OTIMO DE BILHETAGEM ELETRONICA;48.500,00;48.500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
9392;2022;1546;1131;21600000;/;139;HOSPITAL E MATERNIDADE SANTA RITA S/A;333.280,09;267.403,36;0,00;0,00;0,00;65.876,73;0,00;65.876,73;0,00;0,00;0,00
9394;2022;0147;1251;01500000;/;1892;EMC TECNOLOGIA LTDA;2.540,00;0,00;0,00;0,00;0,00;2.540,00;0,00;2.540,00;0,00;0,00;0,00
9438;2022;0181;1171;01500000;5860/2022;20354;RANGAP DISTRIBUIDORA DE ALIMENTOS LTDA-ME;1.666,62;0,00;0,00;0,00;0,00;1.666,62;0,00;1.666,62;0,00;0,00;0,00
9450;2022;1546;1131;01500702;/;17684;ELCORDIS CENTRO DE DIAGNOSTICOS LTDA;24.632,44;24.632,44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
9451;2022;1546;1131;21600000;/;49694;LUIMAR DIAGNOSTICOS LTDA;7.669,13;7.669,13;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
9452;2022;1546;1131;21600000;/;47090;HORTA SOARES COMERCIO E REPRESENTAÇÃO LTDA;104.010,54;104.010,54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
9455;2022;1546;1131;01500702;/;47090;HORTA SOARES COMERCIO E REPRESENTAÇÃO LTDA;84.217,12;0,28;0,00;0,00;0,00;84.216,84;0,00;84.216,84;0,00;0,00;0,00
9456;2022;0171;1151;21753000;/;14649;CONSOMINAS ENGENHARIA LTDA;35.890,44;2.172,80;0,00;0,00;0,00;33.717,64;0,00;33.717,64;0,00;0,00;0,00
9458;2022;1546;1131;21600000;/;34257;JOSE AUGUSTO PADUA SALAS -OFTALMOLOGIA - EIRELI - EPP;19.914,67;19.914,67;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
9461;2022;1546;1131;01500702;/;34257;JOSE AUGUSTO PADUA SALAS -OFTALMOLOGIA - EIRELI - EPP;12.708,40;12.708,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
9464;2022;1546;1131;02500702;/;27650;ASSOCIAÇÃO EVANGÉLICA BENEFICENTE DE MINAS GERAIS;29.626,38;0,00;0,00;0,00;0,00;29.626,38;0,00;29.626,38;0,00;0,00;0,00
9465;2022;0171;1151;21753000;/;37331;ENGEQUISA ENGENHARIA QUIMICA, SANITARIA E AMBIENTAL LTDA;6.192,57;310,18;0,00;0,00;0,00;5.882,39;0,00;5.882,39;0,00;0,00;0,00
9467;2022;0171;1151;21753000;/;12724;SUMA BRASIL - SERVICOS URBANOS E MEIO AMBIENTE S.A.;57.781,83;15.500,26;0,00;0,00;0,00;42.281,57;0,00;42.281,57;0,00;0,00;0,00
9468;2022;0171;1151;21753000;/;37578;VIASOLO ENGENHARIA AMBIENTAL S.A;70.000,00;0,01;0,00;0,00;0,00;69.999,99;0,00;69.999,99;0,00;0,00;0,00
9469;2022;0171;1151;21753000;/;12724;SUMA BRASIL - SERVICOS URBANOS E MEIO AMBIENTE S.A.;373.000,00;373.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
9470;2022;0171;1151;21753000;/;37578;VIASOLO ENGENHARIA AMBIENTAL S.A;79.960,51;53.271,22;0,00;0,00;0,00;26.689,29;0,00;26.689,29;0,00;0,00;0,00
9472;2022;0171;1151;21753000;/;54034;CONSÓRCIO CONTAGEM LIMPA;283.232,48;0,00;0,00;0,00;0,00;283.232,48;0,00;283.232,48;0,00;0,00;0,00
9473;2022;0171;1151;21753000;/;54034;CONSÓRCIO CONTAGEM LIMPA;82.687,61;0,00;0,00;0,00;0,00;82.687,61;0,00;82.687,61;0,00;0,00;0,00
9502;2022;0144;1111;01500000;/;41600;MGS MINAS GERAIS ADMINISTRAÇÃO E SERVIÇOS SA;171.533,14;25.583,15;0,00;0,00;0,00;145.949,99;0,00;145.949,99;0,00;0,00;0,00
9504;2022;1546;1131;21621000;/;17498;CONSTRUTORA ISRAEL EIRELI;84.209,34;52.122,19;0,00;0,00;0,00;32.087,15;0,00;32.087,15;0,00;0,00;0,00
9508;2022;0147;1251;01500000;/;38066;EICON CONTROLES INTELIGENTES DE NEGÓCIOS LTDA;167.390,32;700,10;0,00;0,00;0,00;166.690,22;0,00;166.690,22;0,00;0,00;0,00
9511;2022;0147;1251;01500000;/;1013;RPS RIOS PROJETOS E SISTEMAS LTDA;290.015,00;7.128,10;0,00;0,00;0,00;282.886,90;0,00;282.886,90;0,00;0,00;0,00
9548;2022;0116;1071;01500000;/;10699;TRIBUNAL DE JUSTICA DO ESTADO DE MINAS GERAIS;111.000,00;19.094,83;0,00;0,00;0,00;91.905,17;0,00;91.905,17;0,00;0,00;0,00
9555;2022;1546;1131;21600000;/;50567;HEMARCON ENGENHARIA DE AR CONDICIONADO EIRELI;1.140,00;1.140,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
9556;2022;0181;1171;01500000;/;1388;CREDICAR LOCADORA DE VEICULOS LTDA;2.430,39;2.430,39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
9558;2022;0171;1151;41754901;5864/2022;56824;CONSÓRCIO DYNATEST HPT II;99.265,25;8.347,08;0,00;0,00;0,00;90.918,17;0,00;90.918,17;0,00;0,00;0,00
9559;2022;0124;1081;01500000;/;25831;BANCO SANTANDER ( BRASIL) S/A;5.335,11;0,00;0,00;0,00;0,00;5.335,11;0,00;5.335,11;0,00;0,00;0,00
9560;2022;0124;1081;01500000;/;323;CAIXA ECONOMICA FEDERAL;21.246,67;5.119,54;0,00;0,00;0,00;16.127,13;0,00;16.127,13;0,00;0,00;0,00
9561;2022;0171;1151;31500000;5864/2022;56824;CONSÓRCIO DYNATEST HPT II;9.926,53;0,00;0,00;0,00;0,00;9.926,53;0,00;9.926,53;0,00;0,00;0,00
9562;2022;0124;1081;01500000;/;399;BANCO DO BRASIL S/A;6.739,16;1.252,04;0,00;0,00;0,00;5.487,12;0,00;5.487,12;0,00;0,00;0,00
9563;2022;0124;1081;01500000;/;35527;BANCO COOPERATIVO DO BRASIL S/A;3.087,02;0,00;0,00;0,00;0,00;3.087,02;0,00;3.087,02;0,00;0,00;0,00
9564;2022;0124;1081;01500000;/;23815;BANCO INTER S/A;1.883,04;0,00;0,00;0,00;0,00;1.883,04;0,00;1.883,04;0,00;0,00;0,00
9565;2022;0124;1081;01500000;/;24785;BANCO ITAÚ S.A;10.753,14;0,00;0,00;0,00;0,00;10.753,14;0,00;10.753,14;0,00;0,00;0,00
9566;2022;0124;1081;01500000;/;14680;BANCO BRADESCO SA;2.696,44;0,00;0,00;0,00;0,00;2.696,44;0,00;2.696,44;0,00;0,00;0,00
9583;2022;0124;1081;01500000;/;46218;ELEVADORES MILENIO EIRELI;53,41;0,00;0,00;0,00;0,00;53,41;0,00;53,41;0,00;0,00;0,00
9589;2022;1546;1131;21600000;/;50567;HEMARCON ENGENHARIA DE AR CONDICIONADO EIRELI;1.181,81;1.181,81;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
9615;2022;4123;1123;01500701;5802/2022;41600;MGS MINAS GERAIS ADMINISTRAÇÃO E SERVIÇOS SA;687.704,23;115.777,42;0,00;0,00;0,00;571.926,81;0,00;571.926,81;0,00;0,00;0,00
9620;2022;4123;1123;01500701;5802/2022;41600;MGS MINAS GERAIS ADMINISTRAÇÃO E SERVIÇOS SA;52.000,00;0,00;0,00;0,00;0,00;52.000,00;0,00;52.000,00;0,00;0,00;0,00
9621;2022;0112;1061;01500000;/;14538;LOCAFLEX SERVIÇOS EIRELI;1.040,00;0,00;0,00;0,00;0,00;1.040,00;0,00;1.040,00;0,00;0,00;0,00
9659;2022;0181;1171;51706710;/;44908;CENTURY COMERCIAL EIRELI;8.904,82;0,00;0,00;0,00;0,00;8.904,82;0,00;8.904,82;0,00;0,00;0,00
